tid,label,lat,lon
127,C6,40.8340978041072,-73.9452672225881
127,C6,40.5671960000000,-73.8825760000000
127,C6,40.6899127194574,-73.9815044403076
127,C6,40.7085883614824,-73.9910316467285
127,C6,40.8331652006224,-73.9418603427692
127,C6,40.7085883614824,-73.9910316467285
127,C6,40.7590904609109,-73.8300561904907
127,C6,40.7594786665511,-73.8300985117754
127,C6,40.6899127194574,-73.9815044403076
127,C6,40.8487589952160,-73.9382779598236
127,C6,40.8488458333230,-73.9384174346924
127,C6,40.8821407898918,-74.0422647901029
127,C6,40.9141779975907,-74.1776352146310
127,C6,40.7572212983984,-73.9915466308594
127,C6,40.7617816261867,-73.9850546682068
127,C6,40.8155406846180,-73.9584234721819
127,C6,40.8331652006224,-73.9418603427692
127,C6,40.8341815824087,-73.9451873302460
127,C6,40.8346576535679,-73.9451868588011
127,C6,40.8331652006224,-73.9418603427692
127,C6,40.8341610206876,-73.9450376116797
127,C6,40.8331652006224,-73.9418603427692
128,C6,40.6604738351670,-73.8302910891864
128,C6,40.6086420833785,-73.8190376758575
128,C6,40.7340555764763,-73.8708472251892
128,C6,40.7333724746837,-73.8711404741537
128,C6,40.7631337910326,-73.8752118314646
128,C6,40.7572212983984,-73.9915466308594
128,C6,40.7564898726738,-73.9862680435181
128,C6,40.8155406846180,-73.9584234721819
128,C6,40.8331652006224,-73.9418603427692
128,C6,40.8312828264783,-73.9413925020210
128,C6,40.6900872257332,-73.9817776229191
128,C6,40.8278390825735,-73.9257681369781
128,C6,40.8331652006224,-73.9418603427692
128,C6,40.7085883614824,-73.9910316467285
128,C6,40.6914746462291,-73.9873838424683
128,C6,40.7306323510853,-73.9996371281808
128,C6,40.8002312249141,-73.8288116455078
128,C6,40.8604664913413,-73.9255428314209
129,C6,40.8213441496323,-73.9540386199951
129,C6,40.6900872257332,-73.9817776229191
129,C6,40.6897825572405,-73.9810752868652
129,C6,40.6889893757358,-73.9812992513180
129,C6,40.6621697108633,-73.8648409015367
129,C6,40.6963140173316,-73.9906616720344
129,C6,40.6887540940881,-73.9806412614152
129,C6,40.7085883614824,-73.9910316467285
129,C6,40.7710592625284,-73.9176545604588
129,C6,40.7660790376824,-73.8835287094116
129,C6,40.8032918643619,-73.9328276594543
129,C6,40.6904333657826,-73.9852809906006
129,C6,40.6900872257332,-73.9817776229191
129,C6,40.6899127194574,-73.9815044403076
129,C6,40.6963140173316,-73.9906616720344
129,C6,40.6887540940881,-73.9806412614152
129,C6,40.7661619622658,-73.9775764953862
129,C6,40.8331652006224,-73.9418603427692
129,C6,40.6900872257332,-73.9817776229191
129,C6,40.7136501283367,-73.8302671865530
129,C6,40.6901232953871,-73.9840790213382
129,C6,40.8079950658704,-73.9638555049896
130,C6,40.8331652006224,-73.9418603427692
130,C6,40.6755365089077,-73.8717549157205
130,C6,40.6990888502098,-73.8067627956945
130,C6,40.7519046092262,-73.9866960394024
130,C6,40.7014573241921,-74.0132142884719
130,C6,40.8332608333333,-73.9458155500000
130,C6,40.8173027038574,-73.9585418701172
130,C6,40.7738390000000,-73.8712200000000
130,C6,40.7631337910326,-73.8752118314646
130,C6,40.7592855009274,-73.8307857513428
130,C6,40.7590904609109,-73.8300561904907
130,C6,40.8342987750883,-74.0979492166034
130,C6,40.9141779975907,-74.1776352146310
131,C6,40.6880585097395,-73.9804905425158
131,C6,40.7463791194241,-73.9818906784058
131,C6,40.7567336821428,-73.9544570446014
131,C6,40.6990888502098,-73.8067627956945
131,C6,40.7415372238442,-73.9880619250153
131,C6,40.7650064201482,-73.8872623443604
131,C6,40.7493437370736,-73.9393661357916
131,C6,40.6316674042600,-73.9470294772386
131,C6,40.6315437417551,-73.9468740877078
131,C6,40.8340978041072,-73.9452672225881
131,C6,40.8331652006224,-73.9418603427692
131,C6,40.8213441496323,-73.9540386199951
131,C6,40.6930853448663,-73.9284825325012
131,C6,40.7000976385889,-73.7640893686040
131,C6,40.6755365089077,-73.8717549157205
131,C6,40.8192174354861,-73.9571721746063
131,C6,40.8331899687798,-73.8615044006510
131,C6,40.6900872257332,-73.9817776229191
131,C6,40.7468342989195,-73.8915538787842
131,C6,40.7738390000000,-73.8712200000000
131,C6,40.8077676859500,-73.9455413818359
131,C6,40.8080704035114,-73.9457264435875
131,C6,40.6899127194574,-73.9815044403076
132,C6,40.8331652006224,-73.9418603427692
132,C6,40.6900872257332,-73.9817776229191
132,C6,40.7700768232489,-73.9179897308350
132,C6,40.7738390000000,-73.8712200000000
132,C6,40.8331652006224,-73.9418603427692
132,C6,40.6996886534352,-73.8078312375281
132,C6,40.6900872257332,-73.9817776229191
132,C6,40.6904333657826,-73.9852809906006
132,C6,40.8331652006224,-73.9418603427692
132,C6,40.7085883614824,-73.9910316467285
132,C6,40.8331652006224,-73.9418603427692
133,C6,40.8331652006224,-73.9418603427692
133,C6,40.8213441496323,-73.9540386199951
133,C6,40.7124594856564,-73.7844586372375
133,C6,40.7439786438383,-73.9273165687694
133,C6,40.7594786665511,-73.8300985117754
133,C6,40.7735868756884,-73.8415145874023
133,C6,40.7592855009274,-73.8307857513428
133,C6,40.8341385597857,-73.9455842971802
133,C6,40.8331652006224,-73.9418603427692
133,C6,40.8331652006224,-73.9418603427692
134,C6,40.5769992443877,-73.9815258979797
134,C6,40.6526759641946,-74.0021467208862
134,C6,40.6557390232741,-73.9072169854714
134,C6,40.6194741140845,-73.9899587631226
134,C6,40.7085883614824,-73.9910316467285
134,C6,40.6880585097395,-73.9804905425158
134,C6,40.7085883614824,-73.9910316467285
134,C6,40.6914746462291,-73.9873838424683
134,C6,40.8312828264783,-73.9413925020210
134,C6,40.8331652006224,-73.9418603427692
